"filename", "language", "C++", "Markdown", "Python", "CMake", "YAML", "LaTeX", "JSON", "HTML", "toml", "Shell Script", "PostCSS", "XML", "Properties", "reStructuredText", "JavaScript", "Makefile", "comment", "blank", "total"
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/cython/dummy.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/cython/python/FindPython.cmake", "CMake", 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 225
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/cython/python/FindPython/Support.cmake", "CMake", 0, 0, 0, 1196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 1325
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/cython/python/FindPython2.cmake", "CMake", 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 190
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/cython/python/FindPython3.cmake", "CMake", 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 190
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/cython/python/README.md", "Markdown", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/cython/setup.in.py", "Python", 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33, 185
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/debian.cmake", "CMake", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 143
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/deprecated.hh.cmake", "CMake", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 57
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/dist.cmake", "CMake", 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 176
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/distcheck.cmake", "CMake", 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 170
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen.cmake", "CMake", 0, 0, 0, 786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 819
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/.github/FUNDING.yml", "YAML", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/.github/ISSUE_TEMPLATE/bug_report.md", "Markdown", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 55
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/.github/ISSUE_TEMPLATE/feature_request.md", "Markdown", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/.travis.yml", "YAML", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/CONTRIBUTING.md", "Markdown", 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 315
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/README.md", "Markdown", 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 238
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/bower.json", "JSON", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/composer.json", "JSON", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/es5/a11y/assistive-mml.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/es5/a11y/complexity.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/es5/a11y/explorer.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/es5/a11y/semantic-enrich.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/es5/a11y/sre.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/es5/adaptors/liteDOM.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/es5/core.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/es5/input/asciimath.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/home/kaede-rei/ros2-workspace/arm-ws/src/tsid/cmake/doxygen/MathJax/es5/input/mml.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
